Phyllum,Subphyllym ,Superclass ,Class ,Subclass ,Superorder,Order,Suborder,Infraorder,Parvorder,Superfamily,Family,Specie,Sitio,Latitud,Longitude,Altitude,Habitat_type,Reference,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla denticulata lacustris Jara, 1989",Vergara river,-37.800,-72.720,140,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla denticulata lacustris Jara, 1989",Collilelfu river,-40.046,-72.907,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Huicha river,-37.800,-72.720,135,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Rupanco lake - Huillín bay,-40.817,-72.467,70,Lake,"Jara, 1989",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Rupanco lake,-40.784,-72.575,70.000,Lake,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Hualqui river,-36.967,-72.933,NA,River,"Jara, 1992",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",La Araucana stream - Hualqui,-36.969,-72.944,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",La Araucana stream - La Leonera,-36.943,-72.298,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Agua corta stream,-36.979,-72.885,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Lircay stream - Millahue,-36.993,-72.867,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Ainahue stream - Agua Larga,-36.977,-72.878,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",San Onofre stream,-37.007,-72.910,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Fundo El Relajo stream,-37.016,-72.910,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla expansa Jara, 1992",Chillancito stream,-37.064,-72.910,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla hueicollensis Jara & Palacios, 1999",Quilacoya stream - Vegas de Diuca,-37.051,-72.880,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla hueicollensis Jara & Palacios, 1999",Quilacoya river mouth,-37.051,-72.963,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Bio Bio river - Quilacoya,-37.050,-72.963,NA,Stream,"Muñoz-Pedreros et al., 2026",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Pichihueicolla river,-40.167,-73.667,NA,River,"Jara & Palacios, 1999",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Hueicolla river,-40.152,-73.640,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - Talagante 1,-33.750,-70.750,340,River,"Vila & Veliz, 2014",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - Talagante 2,-33.670,-70.930,340,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - Melipilla,-33.690,-71.210,170,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - San Juan,-33.600,-70.900,400,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - Tejas Verdes,-33.580,-71.630,10,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - Puangue,-33.650,-71.050,300,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - Cuncumén,-33.800,-70.900,500,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - Maldivia,-33.750,-71.100,250,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Maipo river basin - Popetá,-33.830,-71.150,220,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Puente los Patos close to Colina,-33.200,-70.650,900,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis laevis (Latreille, 1818)",Angostura,-33.800,-70.900,450,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Mallarauco,-33.600,-71.300,200,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Maipo river,-33.700,-71.400,50,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Claro river,-34.395,-70.911,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Talcahuano,-36.720,-73.120,10,Stream,"Schmitt, 1942b",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Chimbarongo river,-34.563,-71.376,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Zambrano river - Requegua,-34.300,-71.100,200,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Guiribilo stream - Santa Cruz,-34.630,-71.350,180,Stream,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Quinahue - Santa Cruz,-34.680,-71.200,220,Stream,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Constitucion,-35.330,-72.420,15,Stream,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Guaraculén - San Carlos,-36.430,-71.950,150,Stream,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Itahue - Curicó,-35.020,-71.250,230,Stream,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Ñuble river - Chillan,-36.610,-72.100,80,River,"Bahamonde & Lopez, 1963",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Antivero river - Panamerican way,-34.980,-71.200,200,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Chimbarongo river - Panamerican way,-34.710,-71.050,180,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Maule river - Panamerican way,-35.430,-71.670,70,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Claro river - Panamerican way,-35.430,-71.670,90,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla laevis talcahuano Schmitt, 1942b",Lircay river - Panamerican way,-35.430,-71.600,100,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla manni Jara, 1980",Cachapirin river - Panamerican way,-34.300,-70.900,250,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla manni Jara, 1980",Liguay river - Panamerican way,-35.400,-71.600,120,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla manni Jara, 1980",Cato river - Panamerican way,-36.580,-72.000,100,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla manni Jara, 1980",Rucamanque,-38.650,-72.583,NA,Stream,De los Ríos-Escalante et al 2021,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla manni Jara, 1980",Buenaventura stream - Huellelhue,-39.639,-73.164,70,Stream,"Jara, 1980",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Huiro stream,-39.958,-73.589,NA,Stream,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Mehuin river,-39.429,-73.214,48,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Moicolpue river,-40.605,-73.744,10,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Mañihuales river,-45.300,-72.300,265,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Simpson river - Coyhaique,-45.406,-72.498,210,River,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Tejas Verdes stream,-45.540,-72.070,NA,Stream,"Jara, 1996",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Polux tributary,-45.668,-72.051,541,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",El Salto river,-45.678,-72.043,488,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Pollux river 1,-42.716,-72.047,399,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla neuquensis Schmitt, 1942b",Pollux river 2,-45.717,-72.044,409,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla occidentalis Jara, Pérez-Losada & Crandall, 2003",Negro river 1,-45.783,-71.919,456,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla occidentalis Jara, Pérez-Losada & Crandall, 2003",Negro river 2,-45.083,-71.917,425,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla occidentalis Jara, Pérez-Losada & Crandall, 2003",Huemules river,-45.086,-71.912,421,River,"Oyanadel et al., 2011",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla occidentalis Jara, Pérez-Losada & Crandall, 2003",Tucapel river - Quelén,-37.736,-73.430,40,River,"Jara et al., 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla occidentalis Jara, Pérez-Losada & Crandall, 2003",Tucapel river,-37.736,-73.381,60,River,"Jara et al., 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla occidentalis Jara, Pérez-Losada & Crandall, 2003",Caramavida river,-37.688,-73.358,NA,River,"Jara et al., 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla occidentalis Jara, Pérez-Losada & Crandall, 2003",Lanalhue lake,-37.917,-73.317,8,Lake,"Jara et al., 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Pocuno river,-38.035,-73.394,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Lleulleu lake (Puerto Choque),-38.195,-73.356,12,River,"Jara et al., 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Pucono river,-38.035,-73.394,NA,River,"Jara et al., 2003",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Choapa river - Huentelauquen,-31.583,-71.533,22,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Choapa river - Illapel,-31.633,-71.167,333,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Choapa river - Salamanca,-31.783,-71.967,510,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Sobrante river,-32.275,-70.943,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Petorca,-32.250,-70.933,1248,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",La Ligua river - La Patagua,-32.483,-71.183,321,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Los Coiles stream,-32.633,-71.150,435,Stream,Chavez-Villavicencio et al 2022,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",El Gallo stream,-32.633,-71.117,680,Stream,Chavez-Villavicencio et al 2022,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Papudo,-32.517,-71.470,NA,Stream,"Schmitt, 1942b",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Catapilco river - San Alfonso,-32.567,-31.317,121,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Aconcagua river - Putaendo,-32.633,-70.733,550,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Rabuco river,-32.845,-71.126,NA,River,Barria et al 2014,,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Aconcagua river - Llay Llay,-32.850,-70.967,350,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Aconcagua river - Palmar de Ocoa,-32.900,-71.083,150,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Aconcagua river - Olmue,-33.000,-71.200,526,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Parque Vergara - Viña del Mar,-33.017,-71.533,NA,Lagoon,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Valparaíso,-33.033,-71.633,NA,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Retiro reservoir - Marga Marga stream,-33.050,-71.467,300,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla papudo Schmitt, 1942b",Verde lagoon ,-33.100,-71.650,NA,Lagoon,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla pewenchae Jara, 1994",Quintay stream,-33.183,-71.700,NA,Stream,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla pewenchae Jara, 1994",Puangue river - Curacaví,-33.400,-71.150,581,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla pewenchae Jara, 1994",Mapocho river - Talagante,-33.667,-70.933,350,River,"Jara et al., 1995",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla pewenchae Jara, 1994",Biobio river - Los Angeles,-37.763,-72.275,NA,River,"Jara, 1994",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla pewenchae Jara, 1994",Chimbarongo river,-34.767,-71.133,NA,River,"Jara, 1994",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla pewenchae Jara, 1994",Claro river 1,-35.183,-71.400,NA,River,"Jara, 1994",,,,,
Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Aegloidea,Aeglidae,"Aegla pewenchae Jara, 1994",Claro river 2,-35.417,-71.583,NA,River,"Jara, 1994",,,,,
